Title,Author,Year,Any location source,Has abstract,Abstract
"La buena administración pública en el derecho administrativo contemporáneo: reflexiones y propuestas, tomo II",Erik García Herrera|María Guadalupe Fernández Ruiz|Francisco Javier Coquis Velasco|Manlio Fabio Casarín León|Bernardo Miguel Sánchez Vigil|David Del Ángel Moreno|Diego Alonso Ros-Velarde,2026,Zenodo (CERN European Organization for Nuclear Research),Has abstract,"Este segundo tomo, impulsado por la Universidad de Xalapa y prestigiadas asociaciones de derecho administrativo, profundiza en el derecho a la buena administración a través de tres ejes principales: procedimiento y justicia administrativa, organización estatal y servicios públicos, y fiscalización junto con rendición de cuentas. Mediante aportaciones rigurosamente arbitradas, la obra aborda desde la tutela efectiva, la interculturalidad y las garantías del ciudadano, hasta la reestructuración orgánica en Veracruz, el presupuesto educativo y el control de la corrupción en las compras públicas. El hilo conductor sigue siendo el trinomio reglas, instituciones y personas. Se concibe la buena administración no como un concepto abstracto, sino como la garantía de que la ciudadanía reciba un trato equitativo, eficiente y transparente por parte de las instituciones. Finalmente, los autores invitan a legisladores, jueces y académicos a utilizar este conocimiento para fundamentar reformas, orientar decisiones y mejorar la calidad del aparato público."
El ejercicio de la libertad de profesión y expresión ante el derecho al honor y la vida privada.,Raquel Arantza Acosta Sanchez,2026,Zenodo (CERN European Organization for Nuclear Research),Has abstract,"Este documento detalla la resolución de la Suprema Corte de Justicia de la Nación sobre el conflicto legal entre la libertad de expresión y el derecho a la vida privada, derivado del caso de la periodista Lidia Cacho. El tribunal determinó que la difusión de información sensible es lícita cuando existe un interés público superior, como la denuncia de redes de pederastia y corrupción política. Mediante un test de proporcionalidad, se estableció que la relevancia social de la investigación justifica una mínima intromisión en la intimidad de los involucrados. Asimismo, la sentencia define el criterio de malicia efectiva para deslindar responsabilidades legales, protegiendo el periodismo de denuncia frente a figuras públicas. Finalmente, el análisis subraya que el nivel de protección de la privacidad varía según el rol social de cada individuo, priorizando el derecho de la sociedad a estar informada."
Desarrollo económico: teoría y aplicaciones,Ariadna García Prado,2026,Academica-e (Universidad Pública de Navarra),Has abstract,"En este documento encontrarás unos apuntes de apoyo pensados para los estudiantes de la asignatura Desarrollo Económico, que actualmente se llama Economía de la Pobreza y la Desigualdad. En ellos encontrarás las principales teorías que se trabajan en el curso, así como algunas aplicaciones. Se tratan temas como el concepto de Desarrollo Económico que, siguiendo a Amartya Sen, se aleja de lo que se conoce como Crecimiento económico al tener en cuenta otras dimensiones fundamentales para el desarrollo del ser humano: salud, nutrición, educación, medioambiente. En estos apuntes se recogen lo trabajado en cada una de estas dimensiones a lo largo del curso. También se presentan temas relacionados con las instituciones: la corrupción, el papel de la ayuda al desarrollo, la banca solidaria. Finalmente, se incluye una parte final en la que se asientan las bases para entender en qué consiste evaluar un programa social ( evaluación de proceso, monitoreo y evaluación de impacto)."
"ESTADO SITIADO: Crimen organizado, seguridad y crisis del poder estatal en el Ecuador contemporáneo",Carlos Mateo Chaquinga Sanchez,2026,Zenodo (CERN European Organization for Nuclear Research),Has abstract,"Ecuador atraviesa una de las transformaciones más profundas de su historia reciente. La expansión del crimen organizado, el incremento de la violencia, la crisis penitenciaria, la penetración de economías ilícitas y la presión ejercida sobre las instituciones públicas han convertido a la seguridad en uno de los principales desafíos del Estado contemporáneo. ESTADO SITIADO. Crimen organizado, seguridad y crisis del poder estatal en el Ecuador contemporáneo analiza este fenómeno desde una perspectiva jurídica, institucional y político-criminal, superando las explicaciones que reducen la crisis exclusivamente al aumento de los delitos o a la insuficiencia de las penas. La obra examina cómo las organizaciones criminales pueden disputar espacios de autoridad, controlar territorios y mercados ilícitos, utilizar las cárceles como centros de operación, corromper estructuras institucionales y erosionar progresivamente la capacidad material del Estado para ejercer autoridad, garantizar derechos y mantener el monopolio legítimo de la fuerza. A partir del estudio del contexto ecuatoriano, el libro aborda la evolución del crimen organizado, la violencia criminal, el sistema penitenciario, la corrupción, el lavado de activos, la captura institucional y las respuestas implementadas por el Estado. Asimismo, analiza críticamente el recurso al endurecimiento penal, los estados de excepción, la participación de las Fuerzas Armadas en tareas de seguridad y las tensiones que surgen entre eficacia estatal, seguridad pública y garantías constitucionales. La tesis central es clara: frente a estructuras criminales complejas, la expansión del poder punitivo por sí sola resulta insuficiente. Una política eficaz debe combinar inteligencia, investigación criminal, persecución patrimonial, fortalecimiento institucional, control penitenciario, prevención de la corrupción y recuperación efectiva de la capacidad estatal, siempre dentro de los límites del Estado constitucional de derechos. Sin abandonar el rigor jurídico, ESTADO SITIADO propone una lectura crítica y accesible de una pregunta decisiva para el futuro del Ecuador: ¿Qué ocurre cuando el crimen organizado deja de limitarse a desafiar la ley y comienza a disputar, en los hechos, el poder del propio Estado?"
Criminalidad ambiental y víctimas de delitos económicos: especial referencia a la OCDE,Francisco Gómez Abril,2026,Zenodo (CERN European Organization for Nuclear Research),Has abstract,"En un contexto global el cual está marcado por una interconexión económica y una creciente degradación ambiental, la criminalidad económica y ambiental, se han convertido en amenazas estructurales que afectan de una forma grave a la sociedad en la que vivimos. Este artículo analiza ambas tipologías delictivas desde un punto de vista criminológico, jurídico y victimológico, en el cual se abordan sus características, formas de manifestación, complejidad y bienes jurídicos afectados. Además se examina el papel de la Organización para la Cooperación y el Desarrollo Económicos (OCDE) como figura internacional en la lucha contra la corrupción, el fomento de la cooperación nacional y en la creación de estándares normativos entre otros. Se concluye que tanto la delincuente de cuello blanco como la criminalidad ambiental requieren respuestas jurídicas eficaces, nuevas herramientas para atribuir responsabilidades y una cooperación internacional entre estados con el fin de dar una respuesta ejemplar a estas dos complejas tipologías delictivas"
Ethics as a fundamental pillar in tax management of public institutions,Ángel Carmelo Prince Torres,2026,Institutional Repository of the University of Granada (University of Granada),Has abstract,"Las actuaciones de la Administración Pública deben ser diáfanas, pues esta consideración es fundamental para generar confianza en el espectro de las percepciones que sobre ella tienen los administrados, de modo que, en cuanto a este criterio, no se exceptúa lo relacionado con el alcance de la administración tributaria. Por el motivo explicado, este artículo tuvo como objetivo esencial comprender la importancia de la ética como pilar fundamental de la gestión tributaria en las instituciones públicas. Así, se ejecutó un estudio documental con análisis hermenéutico-fenomenológico siguiendo las técnicas operacionales necesarias para recopilar información pertinente. Como resultado, se estableció que la gestión ética en las instituciones públicas depende de aspectos multifactoriales como la transparencia y el combate contra la corrupción. Además, se pudo concluir que integrar principios éticos en la gestión tributaria es un asunto moral y un requerimiento ejecutivo para fortalecer vínculos entre población, gobierno y, consecuentemente, con el Estado."
Echando Rulo 15,Unisabana Medios,2026,Intellectum (Universidad de La Sabana),Has abstract,"Programa radial de formato magazine denominado Echemos Rulo. El espacio es conducido por un grupo amplio de estudiantes que dan la bienvenida a la audiencia, presentan a los integrantes del equipo y anuncian la variedad temática que caracteriza la emisión, incluyendo deporte, ciencia, tecnología, educación, política, economía, cultura y salud. En la sección política, el programa aborda la reciente condena al excandidato presidencial colombiano Rodolfo Hernández por actos de corrupción relacionados con el caso Vitalogic, ocurrido durante su gestión como alcalde de Bucaramanga. A través de la intervención de un invitado experto, se explica que el exmandatario habría intervenido de forma indebida en la adjudicación de contratos, beneficiando a un contratista y favoreciendo económicamente a su hijo. El análisis también señala la estrategia mediática empleada por Hernández al revelar padecer una enfermedad grave, interpretada como un intento de obtener medidas de detención menos estrictas."
La experiencia anglosajóna de la contratación estatal en Colombia: una aproximación desde la eficiencia y la transparencia,Dania Aristizabal González|Gabriela Navarro Flórez,2026,Repositorio Institucional E-DocUR (Universidad Del Rosario)|Repositorio Institucional E-DocUR (Universidad Del Rosario),Has abstract,"Este trabajo analiza cómo la contratación estatal en Colombia se ha visto influenciada por el modelo anglosajón y el enfoque del New Public Management (NPM), junto al desarrollo de los estándares del tribunal de justicia de la Unión Europea(TJUE) y las recomendaciones de la Organización para la Cooperación y el Desarrollo Económico (OCDE). Este trabajo expone como elementos del Common Law han sido implementados en el sistema colombiano mediante la digitalización y la estandarización de los procesos de contratación. Estas transformaciones han fortalecido la eficiencia y transparencia dentro del sistema, pero persisten tensiones culturales y sociales debido a los altos niveles de corrupción que no dejan que se materialicen formalmente los principios. De esta manera, se concluye que se pueden adoptar elementos de los modelos del Reino Unido y Estados Unidos para ayudar a fortalecer la contratación pero se requiere consolidar un sistema contractual íntegro, eficaz y transparente."
"Reacción y contrarreacción: economía política, reconfiguración institucional y reconstrucción de la transparencia en el presupuesto federal brasileño (2019-2025)",Marcos Fernandes Gonçalves da Silva|Marco Antônio Carvalho Teixeira|Alexis Galiás de Souza Vargas,2026,RC RENDICIÓN DE CUENTAS|DOAJ (DOAJ: Directory of Open Access Journals),Has abstract,"En Brasil, entre 2019 y 2025, se produjeron cambios significativos en la forma en la que se utilizaban las enmiendas presupuestarias parlamentarias. Estos cambios afectaron negativamente la transparencia y la rendición de cuentas. El objetivo de este artículo es demostrar la lógica detrás de esta pérdida de transparencia y regresión institucional. Para ello, primero se proporciona una descripción histórica e institucional del proceso que opacó el presupuesto y puso en peligro los valores republicanos. Segundo, se explica cómo el presidencialismo de coalición y su versión degradada, la cooptación, funcionan para comprender la captura del presupuesto por parte de los parlamentarios. La conclusión es que este proceso siguió una lógica estratégica, dictada por incentivos institucionales creados deliberadamente para fomentar la política clientelar (pork barrel), y que sus consecuencias fueron un mayor riesgo de corrupción, pérdida de transparencia y la regresión de los valores republicanos y democráticos."
La experiencia anglosajóna de la contratación estatal en Colombia: una aproximación desde la eficiencia y la transparencia,Dania Aristizabal González|Gabriela Navarro Florez,2026,Repositorio Institucional E-DocUR (Universidad Del Rosario)|Repositorio Institucional E-DocUR (Universidad Del Rosario),Has abstract,"Este trabajo analiza cómo la contratación estatal en Colombia se ha visto influenciada por el modelo anglosajón y el enfoque del New Public Management (NPM), junto al desarrollo de los estándares del tribunal de justicia de la Unión Europea(TJUE) y las recomendaciones de la Organización para la Cooperación y el Desarrollo Económico (OCDE). Este trabajo expone como elementos del Common Law han sido implementados en el sistema colombiano mediante la digitalización y la estandarización de los procesos de contratación. Estas transformaciones han fortalecido la eficiencia y transparencia dentro del sistema, pero persisten tensiones culturales y sociales debido a los altos niveles de corrupción que no dejan que se materialicen formalmente los principios. De esta manera, se concluye que se pueden adoptar elementos de los modelos del Reino Unido y Estados Unidos para ayudar a fortalecer la contratación pero se requiere consolidar un sistema contractual íntegro, eficaz y transparente."
El sistema de gobierno en Portugal: la relación entre São Bento y Belém a la luz de la dimisión del primer ministro António Costa,Gabriel Moreno González,2026,Revista de Derecho Político|DOAJ (DOAJ: Directory of Open Access Journals),Has abstract,"El texto analiza la dimisión inesperada del Primer Ministro portugués António Costa el 7 de noviembre de 2023, tras conocerse que la fiscalía lo investigaba en un caso de corrupción. Como recoge el documento, Costa afirmó que “la dignidad del cargo es incompatible con la apertura de una investigación”. Su renuncia desencadenó una crisis política que llevó al Presidente Marcelo Rebelo de Sousa a disolver la Asamblea y convocar elecciones, pese a que el Partido Socialista tenía mayoría absoluta. El artículo examina esta decisión a la luz del singular sistema de gobierno portugués, caracterizado por la coexistencia de elementos parlamentarios y presidencialistas. Se destaca la tensión entre São Bento (Primer Ministro) y Belém (Presidente), derivada de la doble legitimidad democrática. El autor concluye que Portugal funciona como un “parlamentarismo de primer ministro”, donde la centralidad política del jefe de gobierno explica la opción presidencial por la disolución parlamentaria."
"Breve estudio económico financiero del periodo salinista, Turbulencia encubierta.",Salvador Díaz Huitrón,2026,Zenodo (CERN European Organization for Nuclear Research),Has abstract,"Este libro aborda el controvertido periodo salinista que vivió México de 1988 a 1994. A partir de una óptica actual y en un contexto político debatido, se menciona el funcionamiento de la maquinaria del Estado desde el enfoque multidisciplinar de la ciencia política y la economía política, con el fin de entender las principales funciones del mismo. En consecuencia, se abordan y describen las dos banderas económicas del salinismo: el Programa Nacional de Solidaridad y el Tratado de Libre Comercio de América del Norte. Para ambas banderas, se observan antecedentes, principales características, y las supuestas intenciones de Salinas para alcanzar en el ámbito macroeconómico. En consecuencia, se abordan las acciones que estuvieron encaminadas a corregir y perfeccionar la economía de México y, así, mejorar las condiciones de todos los mexicanos. Sin embargo, se detallan los verdaderos resultados alcanzados que mucho dejaron que desear de la panacea salinista. Incluso, hacia la parte final se describen aspectos clave del periodo en cuestión, como diversas acciones que presumiblemente son consideradas actos de corrupción."
Criminalidad ambiental y víctimas de delitos económicos: especial referencia a la OCDE,Francisco Gómez Abril,2026,Zenodo (CERN European Organization for Nuclear Research),Has abstract,"En un contexto global el cual está marcado por una interconexión económica y una creciente degradación ambiental, la criminalidad económica y ambiental, se han convertido en amenazas estructurales que afectan de una forma grave a la sociedad en la que vivimos. Este artículo analiza ambas tipologías delictivas desde un punto de vista criminológico, jurídico y victimológico, en el cual se abordan sus características, formas de manifestación, complejidad y bienes jurídicos afectados. Además se examina el papel de la Organización para la Cooperación y el Desarrollo Económicos (OCDE) como figura internacional en la lucha contra la corrupción, el fomento de la cooperación nacional y en la creación de estándares normativos entre otros. Se concluye que tanto la delincuente de cuello blanco como la criminalidad ambiental requieren respuestas jurídicas eficaces, nuevas herramientas para atribuir responsabilidades y una cooperación internacional entre estados con el fin de dar una respuesta ejemplar a estas dos complejas tipologías delictivas"
Detrás del juego: como las apuestas en línea están incidiendo en el fútbol y sus aficionados,Sebastián Enrique Vásquez Cárdenas,2026,Universidad de Chile,Has abstract,"En las páginas siguientes se abordarán de forma ordenada los puntos claves para entender el panorama de las apuestas deportivas en línea: primero un poco de historia, donde veremos que el fondo de los juegos de azar no ha cambiado tanto, si no que es un tema de forma. Luego viene la perspectiva y experiencia psicológica, e inmediatamente después los testimonios de ex-jugadores, ambos capítulos están profundamente vinculados y juntos ayudan a entender por qué es tan difícil 5 salir del juego y por qué cada vez más gente llega a la adicción. El capítulo siguiente trata sobre los principales casos de corrupción en el mundo además de las legislaciones que se han llevado a cabo a raíz de ello y de la expansión de las casas de apuestas en línea. Decidí cerrar el reportaje con la actualidad de Chile, analizando el panorama que como veremos es sumamente volátil y noticioso, sin embargo descubriremos que la impunidad es la característica principal."
"Diagnóstico de integridad pública y la rendición de cuentas en el gobierno autónomo descentralizado del Cantón Manta, período 2023-2024",Michael Manuel Coello Vélez|Ernesto Miguel Guevara Cubillas|Leticia Yanina Sabando Garcés,2026,DOAJ (DOAJ: Directory of Open Access Journals),Has abstract,
Rendición de cuentas y gobernanza: revisión sistemática de las claves teóricas y mecanismos que transforman la gestión pública,Britcia Quispe Palomino,2026,Dialnet (Universidad de la Rioja)|Zenodo (CERN European Organization for Nuclear Research),Has abstract,"Este artículo analiza cómo la rendición de cuentas fortalece la gobernanza pública en contextos contemporáneos, mediante una revisión sistemática de literatura que identifica marcos teóricos fundamentales —como la teoría principal-agente, gobernanza multinivel y complejidad organizacional—; mecanismos institucionales clave, incluyendo transparencia activa, auditorías internas, coordinación intergubernamental y herramientas digitales; y factores contextuales determinantes, tales como identidades políticas, corrupción endémica y reformas colaborativas. Siguiendo estrictamente el protocolo PRISMA para garantizar rigor y reproducibilidad, se exploraron bases de datos académicas de alto impacto, tales como: Scopus, Web of Science, SciELO, Google Scholar y EBSCOhost, delimitadas a publicaciones entre 2020 y 2025. De un total inicial de 412 registros identificados, se aplicaron criterios precisos de inclusión y exclusión, depurando hasta seleccionar 34 artículos de alta calidad para un análisis cualitativo detallado y sintético. Los resultados revelan cómo la rendición de cuentas multidireccional integra controles, fomenta legitimidad ciudadana y mitiga fallas institucionales, proponiendo vías para políticas más resilientes."
¿Un fraude electoral renovado? La politización de las protestas electorales en España (1910-1923),Gemma Rubí,2026,Revista Paginas|Revista Paginas|DOAJ (DOAJ: Directory of Open Access Journals),Has abstract,"Normalmente las protestas electorales casi no han sido tratadas de manera monográfica por la historiografía política. Así, para el caso español no existe ningún estudio sistemático y exhaustivo que permita conocer cuál era la funcionalidad de las protestas, qué diferencias existían entre el sufragio censitario y el universal masculino, quiénes protestaban, lo hacían por su cuenta o riesgo, o actuaban como agentes electorales, o eran simples testaferros de los candidatos contendientes, qué recorrido tuvieron y cómo el debate parlamentario y jurídico repercutió sobre su éxito o fracaso. Partiendo de una investigación en curso y ofreciendo una primera aproximación al tema, reflexionaremos sobre los usos políticos de la corrupción electoral, y pondremos en valor la utilidad del análisis de las protestas electorales durante el reinado de Alfonso XIII, en concreto el periodo comprendido entre la aplicación de la ley electoral de 1907 hasta la dictadura de Primo de Rivera en 1923."
"Breve estudio económico financiero del periodo salinista, Turbulencia encubierta.",Salvador Díaz Huitrón,2026,Zenodo (CERN European Organization for Nuclear Research),Has abstract,"Este libro aborda el controvertido periodo salinista que vivió México de 1988 a 1994. A partir de una óptica actual y en un contexto político debatido, se menciona el funcionamiento de la maquinaria del Estado desde el enfoque multidisciplinar de la ciencia política y la economía política, con el fin de entender las principales funciones del mismo. En consecuencia, se abordan y describen las dos banderas económicas del salinismo: el Programa Nacional de Solidaridad y el Tratado de Libre Comercio de América del Norte. Para ambas banderas, se observan antecedentes, principales características, y las supuestas intenciones de Salinas para alcanzar en el ámbito macroeconómico. En consecuencia, se abordan las acciones que estuvieron encaminadas a corregir y perfeccionar la economía de México y, así, mejorar las condiciones de todos los mexicanos. Sin embargo, se detallan los verdaderos resultados alcanzados que mucho dejaron que desear de la panacea salinista. Incluso, hacia la parte final se describen aspectos clave del periodo en cuestión, como diversas acciones que presumiblemente son consideradas actos de corrupción."
"El derecho a la privacidad, al saber y al olvido",Raquel Arantza Acosta Sanchez,2026,Zenodo (CERN European Organization for Nuclear Research),Has abstract,"El presente trabajo analiza la evolución del derecho de acceso a la información y la protección de datos personales en México, destacando la tensión existente entre los avances normativos en materia de transparencia y los persistentes desafíos derivados de la corrupción y la opacidad estatal. A partir del estudio de instrumentos institucionales como la Auditoría Superior de la Federación y casos emblemáticos como el FOBAPROA, se evidencia cómo el argumento de la seguridad nacional ha sido utilizado para limitar la rendición de cuentas. Asimismo, se examina el desarrollo constitucional y legal del derecho a la información, la incorporación de los derechos ARCO y los principios fundamentales de protección de datos personales, así como la emergencia del derecho al olvido en el entorno digital. Finalmente, mediante el análisis del caso Tele2 vs Gobiernos de Reino Unido y Suecia, se aborda el test de proporcionalidad como mecanismo para ponderar la seguridad nacional frente al derecho a la privacidad, concluyendo que la vigilancia masiva resulta desproporcionada y contraria a los derechos fundamentales."
"Pesca ilegal, no declarada y no reglamentada en África Occidental: impulsores, impactos y respuestas políticas (2000–2024)",Yolaisys Beatriz Ávila López,2026,Política Internacional,Has abstract,"Este artículo analiza las causas, impactos y respuestas institucionales a la pesca ilegal, no declarada y no reglamentada (INDNR) en África Occidental entre 2000 y 2024, mediante una revisión crítica de literatura académica, informes de políticas y datos de organizaciones internacionales. Presenta como limitaciones ser una investigación basada predominantemente en análisis documental y datos secundarios. Se argumenta que los principales impulsores son estructurales y externos (agotamiento de caladeros en aguas de la UE y Asia, demanda global de harina de pescado y opacidad corporativa) generando impactos devastadores en pérdidas económicas, seguridad alimentaria, empleo y ecosistemas, además de agravar la migración irregular. Aunque marcos como el Acuerdo sobre Medidas del Estado Rector del Puerto y la regulación INDNR de la UE representan avances, su efectividad es limitada por la corrupción, capacidades de vigilancia insuficientes e incentivos económicos globales negativos. El estudio concluye que abordar la pesca INDNR requiere enfrentar estas causas estructurales globales y reforzar la soberanía de los Estados costeros."
"Pesca ilegal, no declarada y no reglamentada en África Occidental: impulsores, impactos y respuestas políticas (2000–2024)",Yolaisys Beatriz Ávila López,2026,Política Internacional,Has abstract,"Este artículo analiza las causas, impactos y respuestas institucionales a la pesca ilegal, no declarada y no reglamentada (INDNR) en África Occidental entre 2000 y 2024, mediante una revisión crítica de literatura académica, informes de políticas y datos de organizaciones internacionales. Presenta como limitaciones ser una investigación basada predominantemente en análisis documental y datos secundarios. Se argumenta que los principales impulsores son estructurales y externos (agotamiento de caladeros en aguas de la UE y Asia, demanda global de harina de pescado y opacidad corporativa) generando impactos devastadores en pérdidas económicas, seguridad alimentaria, empleo y ecosistemas, además de agravar la migración irregular. Aunque marcos como el Acuerdo sobre Medidas del Estado Rector del Puerto y la regulación INDNR de la UE representan avances, su efectividad es limitada por la corrupción, capacidades de vigilancia insuficientes e incentivos económicos globales negativos. El estudio concluye que abordar la pesca INDNR requiere enfrentar estas causas estructurales globales y reforzar la soberanía de los Estados costeros."
"El derecho a la privacidad, al saber y al olvido",Raquel Arantza Acosta Sanchez,2026,Zenodo (CERN European Organization for Nuclear Research),Has abstract,"El presente trabajo analiza la evolución del derecho de acceso a la información y la protección de datos personales en México, destacando la tensión existente entre los avances normativos en materia de transparencia y los persistentes desafíos derivados de la corrupción y la opacidad estatal. A partir del estudio de instrumentos institucionales como la Auditoría Superior de la Federación y casos emblemáticos como el FOBAPROA, se evidencia cómo el argumento de la seguridad nacional ha sido utilizado para limitar la rendición de cuentas. Asimismo, se examina el desarrollo constitucional y legal del derecho a la información, la incorporación de los derechos ARCO y los principios fundamentales de protección de datos personales, así como la emergencia del derecho al olvido en el entorno digital. Finalmente, mediante el análisis del caso Tele2 vs Gobiernos de Reino Unido y Suecia, se aborda el test de proporcionalidad como mecanismo para ponderar la seguridad nacional frente al derecho a la privacidad, concluyendo que la vigilancia masiva resulta desproporcionada y contraria a los derechos fundamentales."
La confianza y el fortalecimiento institucional en Colombia (2022-2025): narrativas en tensión,Henry Alberto Majé Gaviria,2026,Universidad Externado de Colombia|Repositorio de Datos de Investigación,Has abstract,"Este artículo analiza la paradoja de la gobernanza en Colombia entre 2022 y 2025, en la que el incremento de los indicadores técnicos de gestión no se traduce en legitimidad social. A pesar de que el Índice de Desempeño Institucional (IDI) aumentó de 81,4 a 86,5 puntos, la confianza en el Gobierno nacional se estancó en un 31%. Utilizando el marco de las Narrativas de Política (NPF) y el Pensamiento Complejo, el estudio identifica una tensión entre la narrativa oficial de modernización y las contranarrativas que denuncian ineficiencia y corrupción. Un hallazgo determinante es que la idiosincrasia del MIPG, al priorizar el cumplimiento formal y la métrica sobre la transformación cultural e institucional, se convierte en el factor central de recursividad de la desconfianza. El análisis mediante la metodología PDIA revela que, aunque existe habilidad técnica, la falta de autoridad legítima y aceptación social impide cerrar la brecha de percepción. Se concluye que el fortalecimiento institucional requiere generar valor público tangible que rompa este bucle de escepticismo."
Panorama de los delitos ambientales en Latinoamérica en los últimos cinco años: una revisión sistemática,John Edvin Cruz Rojas|Neiser Jhonel Rubio Gálvez,2026,Revista Jurídica Peruana Desafíos en Derecho|DOAJ (DOAJ: Directory of Open Access Journals),Has abstract,"La presente revisión sistemática tuvo como objetivo general analizar el panorama de los delitos ambientales en Latinoamérica en los últimos cinco años. Metodológicamente, se empleó el enfoque cualitativo y la estrategia PRISMA para seleccionar un total de veintiún artículos de las bases de datos Scopus y Web of Science que permitieron el análisis de la temática mencionada. Los resultados revelan un panorama crítico en Latinoamérica, siendo las principales modalidades el aprovechamiento forestal ilícito, la minería ilegal y el tráfico de vida silvestre. Las tendencias actuales evidencian retroceso regulatorio, incremento de violencia contra defensores ambientales y respuestas institucionales fragmentadas. Los factores socioeconómicos asociados incluyen pobreza y falta de alternativas económicas en sectores vulnerables. Se concluye que existe una brecha sistemática entre marcos normativos y su cumplimiento efectivo, lo cual configura un escenario de impunidad que afecta desproporcionadamente a comunidades vulnerables y demanda transformaciones profundas que aborden los factores estructurales de poder, corrupción y desigualdad social."
Reflexión sobre la importancia de la auditoría financiera en la prevención del fraude,Alicia Fernanda Puerta Posada,2026,Repositorio UNIREMINGTON,Has abstract,"En el presente trabajo de investigación se estudia la auditoría financiera en atención a su importancia a través de conceptos básicos, distintos tipos de auditoría, la normatividad internacional y algunas herramientas específicas que los auditores manejan para la detección, prevención y mitigación del riesgo del fraude. Ahora bien, el fraude significa una gran amenaza para la estabilidad de las organizaciones en nuestro país y de acuerdo con el reporte Global de Fraude y Riesgo de Kroll, Colombia se ubica en la tercera posición en Latinoamérica respecto a la corrupción empresarial donde el 78% de empresas han llevado a cabo investigaciones internas debido a casos de corrupción o mala conducta en los últimos tres años; es importante mencionar que uno de los delitos que más se ha presentado es el soborno, entre otros. Una vez que se entiendan los conceptos preliminares de la auditoría financiera, se analizarán las distintas clases de auditoría (externa, interna y forense) y su interés por la mejora de los controles internos. Se harán énfasis en particular en la Norma Internacional de Auditoría (NIA) 240 que indica las obligaciones del auditor en la detección de fraudes en los estados financieros, obligándolo a diseñar procedimientos específicos de los que se identifican como riesgos de fraude y la obtención de evidencia suficiente y apropiada. El fraude puede ser definido como una conducta ilegal, la cual, mediante la utilización del engaño, el encubrimiento o el quebrantamiento de la confianza con el fin de obtener un beneficio, ya sea en términos de dinero, propiedades o servicios, es conveniente decir, pero no exclusiva de ningún tipo de organización, ya sean públicas o privadas, también es habitual que se genere a causa de unos controles internos deficientes o mal diseñados, algo habitual en muchas organizaciones en Colombia. Los resultados preliminares demuestran que la auditoría financiera bien aplicada con rigor metodológico y con una orientación forense se rige como un instrumento estratégico primario dentro de la forma y la estructura del control interno que permite la identificación proactiva de debilidades, la prevención de prácticas fraudulentas y el resguardo de la integridad del sistema de información financiero. Se determina que para prevenir el fraude se requiere que el auditor este direccionado hacia una práctica forense, ética y tecnológicamente avanzada."
"El mar que me regalas, de Jorge Rodríguez Gómez",Moisés Roberto Cárdenas Chacón,2026,Castilla Estudios de Literatura|DOAJ (DOAJ: Directory of Open Access Journals),Has abstract,"Reseña del libro El mar que me regalas (San Cristóbal, Acirema, 2023), de Jorge Rodríguez Gómez. El mar que me regalas (2023) es una novela cruda, visceral y satírica que fusiona novela negra, crítica social y reflexión existencial. Con un humor negro y realismo sucio característico del autor, la obra retrata la decadencia venezolana de los años 80-90 a través del secuestro de Paul White, un ejecutivo estadounidense de una farmacéutica transnacional, por parte de personajes marginados que buscan venganza contra el imperialismo económico y la desigualdad. Estructurada en veinticinco secciones numeradas con interludios epistolares y ensayísticos (como “Marleen” y “Etelvina”), la novela combina narrativa cronológica con digresiones introspectivas y polifónicas. El lenguaje es coloquial, vernacular y sensorial, cargado de expresiones venezolanas y descripciones explícitas de violencia, sexo y dolor, pero también de ecos de esperanza y amor. Con epígrafes de Borges y Dickinson, y referencias intertextuales, Rodríguez Gómez critica ferozmente el capitalismo farmacéutico, el imperialismo y la corrupción, mientras explora la condición humana: soledad, redención y resistencia. Una obra madura que transforma el horror colectivo en arte potente y comprometido."
Robo en el Museo Nacional de México: La historia del saqueo hormiga de Porfirio Aguirre,Adam T. Sellen,2026,Relaciones Estudios de Historia y Sociedad|Dialnet (Universidad de la Rioja)|Redalyc (Universidad Autónoma del Estado de México),Has abstract,"Este trabajo examina el robo sistemático de cientos de artefactos precolombinos del Museo Nacional de México, perpetrado entre 1910 y 1934 por Porfirio Aguirre, quien laboró en la institución por más de tres décadas. A lo largo de su trayectoria, Aguirre ocupó diversos cargos, incluyendo estudiante, ayudante de arqueología, inspector de arqueología y profesor de lenguas. Sin embargo, detrás de esta carrera aparentemente ejemplar, se oculta una transgresión grave: el hurto de valiosas piezas del patrimonio cultural mexicano. El artículo presenta evidencia documental que vincula Aguirre con la venta de estos artefactos a particulares y museos, principalmente en los Estados Unidos. Gran parte de este acervo cultural permanece hasta hoy sin ser recuperado, aunque existen diversas políticas nacionales e internacionales para gestionar el retorno para piezas coleccionadas de forma no ética. Este caso evidencia las luchas de poder entre las autoridades del Museo Nacional y el incipiente Departamento de Arqueología de la Secretaría de Educación, destacando un contexto de corrupción que, según los documentos que aquí presento, revela intereses personales por encima de la protección del patrimonio nacional."
